id,NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
1392,FRIO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1393,FRUIT,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1394,GAK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1395,GARBAGE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1396,ACETYLMETHADOL,ACETYLMETHADOL,GENERIC_NAME,ACETYLMETHADOL,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1397,G-FUNK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1398,ALPHAMETHADOL,ALPHAMETHADOL,GENERIC_NAME,ALPHAMETHADOL,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1399,GIFTS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1400,GIRLS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1401,BENZETHIDINE,BENZETHIDINE,GENERIC_NAME,BENZETHIDINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1402,GLASS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1403,BETAMETHADOL,BETAMETHADOL,GENERIC_NAME,BETAMETHADOL,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1404,GO-FAST,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1405,GO-GO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1406,CLONITAZENE,CLONITAZENE,GENERIC_NAME,CLONITAZENE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1407,GOOFBALL,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1408,GROCERIES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1409,DIAMPROMIDE,DIAMPROMIDE,GENERIC_NAME,DIAMPROMIDE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1410,HARD ONES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1411,HARE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1412,DIMENOXADOL,DIMENOXADOL,GENERIC_NAME,DIMENOXADOL,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1413,HAWAIIAN SALT,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1414,DIMEPHEPTANOL,DIMEPHEPTANOL,GENERIC_NAME,DIMEPHEPTANOL,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1415,HIELO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1416,DIMETHYLAMPHETAMINE,DIMETHYLAMPHETAMINE,GENERIC_NAME,DIMETHYLAMPHETAMINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1417,HIROPON,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1418,DIMETHYLHEPTYLPYRAN,DIMETHYLHEPTYLPYRAN,GENERIC_NAME,DIMETHYLHEPTYLPYRAN,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1419,HOT ICE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1420,DIOXAPHETYL BUTYRATE,DIOXAPHETYL BUTYRATE,GENERIC_NAME,DIOXAPHETYL BUTYRATE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1421,HUBBERS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1422,EMBUTRAMIDE,EMBUTRAMIDE,GENERIC_NAME,EMBUTRAMIDE,SCHEDULE III,CN801,AMPHETAMINES,AMPHETAMINES
1423,ICE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1424,ETHOHEPTAZINE,ETHOHEPTAZINE,GENERIC_NAME,ETHOHEPTAZINE,SCHEDULE IV,CN801,AMPHETAMINES,AMPHETAMINES
1425,ICE CREAM,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1426,ETOXERIDINE,ETOXERIDINE,GENERIC_NAME,ETOXERIDINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1427,ICE WATER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1428,FURETHIDINE,FURETHIDINE,GENERIC_NAME,FURETHIDINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1429,ICEHEAD,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1430,JALE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1431,JUG OF WATER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1432,MORPHERIDINE,MORPHERIDINE,GENERIC_NAME,MORPHERIDINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1433,L.A. GLASS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1434,MYROPHINE,MYROPHINE,GENERIC_NAME,MYROPHINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1435,L.A. ICE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1436,N-ETHYL-3-PIPERIDYL BENZILATE,N-ETHYL-3-PIPERIDYL BENZILATE,GENERIC_NAME,N-ETHYL-3-PIPERIDYL BENZILATE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1437,LEMONS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1438,N-METHYL-3-PIPERIDYL BENZILATE,N-METHYL-3-PIPERIDYL BENZILATE,GENERIC_NAME,N-METHYL-3-PIPERIDYL BENZILATE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1439,LEMON DROP,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1440,NORPETHIDINE,NORPETHIDINE,GENERIC_NAME,NORPETHIDINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1441,LIGHT,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1442,LIGHT BEIGE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1443,PEPAP,PEPAP,GENERIC_NAME,PEPAP,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1444,LIVIANAS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1445,PETHIDINE INTERMEDIATE A,PETHIDINE INTERMEDIATE A,GENERIC_NAME,PETHIDINE INTERMEDIATE A,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1446,MADERA,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1447,PHENAMPROMIDE,PHENAMPROMIDE,GENERIC_NAME,PHENAMPROMIDE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1448,MAMPH,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1449,PROHEPTAZINE,PROHEPTAZINE,GENERIC_NAME,PROHEPTAZINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1450,METH,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1451,METHLIES QUICK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1452,25I-NBOME,25I-NBOME,GENERIC_NAME,25I-NBOME,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1453,MEXICAN CRACK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1454,MEXICAN CRANK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1455,MISS GIRL,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1456,MONTURA,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1457,MOTOR,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1458,"CP 47,497","CP 47,497",GENERIC_NAME,"CP 47,497",SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1459,MUCHACHA,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1460,NAILS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1461,ONE POT,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1462,JWH-200,JWH-200,GENERIC_NAME,JWH-200,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1463,NO-DOZE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1464,LEVOMORAMIDE,LEVOMORAMIDE,GENERIC_NAME,LEVOMORAMIDE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1465,PAINT,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1466,PANTALONES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1467,NORMORPHINE,NORMORPHINE,GENERIC_NAME,NORMORPHINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1468,PATUDAS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1469,PEANUT BUTTER CRANK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1470,PINATA,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1471,POINTY ONES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1472,POLLITO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1473,POPSICLE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1474,PURPLE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1475,RASPADO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1476,RIMS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1477,3-FLUOROMETHCATHINONE,3-FLUOROMETHCATHINONE,GENERIC_NAME,3-FLUOROMETHCATHINONE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1478,ROCKET FUEL,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1479,SALT,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1480,SHABU,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1481,SHARDS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1482,SHATTER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1483,SHAVED ICE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1484,SHINY GIRL,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1485,SMALL GIRL,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1486,SOAP DOPE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1487,SOFT ONES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1488,SPEED,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1489,SPEED DOG,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1490,SPICY KIND,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1491,DIETHYLTRYPTAMINE,DIETHYLTRYPTAMINE,GENERIC_NAME,DIETHYLTRYPTAMINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1492,SPIN,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1493,STOVE TOP,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1494,STUFF,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1495,SUPER ICE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1496,TABLE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1497,TINA,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1498,ARMODAFINIL,ARMODAFINIL,GENERIC_NAME,ARMODAFINIL,SCHEDULE IV,CN801,AMPHETAMINES,AMPHETAMINES
1499,TIRES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1500,TRASH,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1501,TRUCK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1502,TUPPERWARE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1503,TWEAK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1504,SODIUM OXYBATE,SODIUM OXYBATE,GENERIC_NAME,SODIUM OXYBATE,SCHEDULE III,CN801,AMPHETAMINES,AMPHETAMINES
1505,UNASSEMBLED,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1506,UPPERS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1507,VENTANAS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1508,VIDRIO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1509,WALKING ZOMBIE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1510,WATER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1511,WAZZ,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1512,WHITE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1513,WHIZZ,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1514,WINDOWS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1515,WITCHES TEETH,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1516,2C-B,2C-B,GENERIC_NAME,2C-B,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1517,YABA,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1518,YELLOW BARN,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1519,YELLOW CAKE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1520,YELLOW KIND,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1521,ZIP,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1522,ACCORDION,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1523,AMP,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1524,AQUA,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1525,PENTAZOCINE,PENTAZOCINE,GENERIC_NAME,PENTAZOCINE,SCHEDULE IV,CN801,AMPHETAMINES,AMPHETAMINES
1526,ARROZ,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1527,ASSEMBLED,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1528,BATU,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1529,ALLOBARBITAL,ALLOBARBITAL,GENERIC_NAME,ALLOBARBITAL,SCHEDULE III,CN801,AMPHETAMINES,AMPHETAMINES
1530,BEGOK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1531,BIKER’S COFFEE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1532,BLUE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1533,CHLORPHENTERMINE,CHLORPHENTERMINE,GENERIC_NAME,CHLORPHENTERMINE,SCHEDULE III,CN801,AMPHETAMINES,AMPHETAMINES
1534,BLUE BELL ICE CREAM,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1535,CLORTERMINE,CLORTERMINE,GENERIC_NAME,CLORTERMINE,SCHEDULE III,CN801,AMPHETAMINES,AMPHETAMINES
1536,BEERS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1537,BOTTLES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1538,DIACETYLDIHYDROMORPHINE,DIACETYLDIHYDROMORPHINE,GENERIC_NAME,DIACETYLDIHYDROMORPHINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1539,BUCIO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1540,DIPROPANOYLMORPHINE,DIPROPANOYLMORPHINE,GENERIC_NAME,DIPROPANOYLMORPHINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1541,BUD LIGHT,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1542,BUMP,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1543,FENCAMFAMINE,FENCAMFAMINE,GENERIC_NAME,FENCAMFAMINE,SCHEDULE IV,CN801,AMPHETAMINES,AMPHETAMINES
1544,CAJITAS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1545,MIBOLERONE,MIBOLERONE,GENERIC_NAME,MIBOLERONE,SCHEDULE III,CN801,AMPHETAMINES,AMPHETAMINES
1546,CHALK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1547,CHANDELIER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1548,NICOCODEINE,NICOCODEINE,GENERIC_NAME,NICOCODEINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1549,CHAVALONE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1550,NICODICODEINE,NICODICODEINE,GENERIC_NAME,NICODICODEINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1551,CHICKEN,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1552,NICOMORPHINE,NICOMORPHINE,GENERIC_NAME,NICOMORPHINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1553,CHICKEN FEED,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1554,PARAHEXYL,PARAHEXYL,GENERIC_NAME,PARAHEXYL,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1555,CHICKEN POWDER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1556,CHRIS,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1557,CHRISTINE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1558,PIPRADROL,PIPRADROL,GENERIC_NAME,PIPRADROL,SCHEDULE IV,CN801,AMPHETAMINES,AMPHETAMINES
1559,CHRISTY,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1560,PROPERIDINE,PROPERIDINE,GENERIC_NAME,PROPERIDINE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1561,CLEAR,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1562,CLOTHING CLEANER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1563,THEBACON,THEBACON,GENERIC_NAME,THEBACON,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
1564,COLD,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1565,ALFAXALONE,ALFAXALONE,GENERIC_NAME,ALFAXALONE,SCHEDULE IV,CN801,AMPHETAMINES,AMPHETAMINES
1566,COLD ONE,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1567,COLORADO ROCKIES,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1568,CRANK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1569,CREAM,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1570,CHLORALODOL,CHLORALODOL,GENERIC_NAME,CHLORALODOL,SCHEDULE III,CN801,AMPHETAMINES,AMPHETAMINES
1571,CRI-CRI,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
1572,CRINK,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
